"position_id","position_name","abbreviation","info","city","lat","lon"
174,"Führer 62. SS-Standarte","F. 62. Sta.","","Karlsruhe",49.006871,8.40342
292,"Führer 64. SS-Standarte","F. 64. Sta.","","Tübingen",48.523616,9.053553
144,"Führer 65. SS-Standarte","F. 65. Sta.","","Marienwerder",53.733584,18.931922
170,"Führer 66. SS-Standarte","F. 66. Sta.","","Freiburg (Breisgau)",47.995807,7.771255
485,"Führer 67. SS-Standarte","F. 67. Sta.","","Elbing",54.155871,19.404458
298,"Führer 68. SS-Standarte","F. 68. Sta.","","Erfurt",50.977797,11.028736
299,"Führer 16. SS-Standarte","F. 68. Sta.","","Regensburg",49.019533,12.097487
182,"Führer 69. SS-Standarte","F. 69. Sta.","","Hagen (Westfalen)",51.358295,7.473296
185,"Führer 7. SS-Reiterstandarte","F. 7. R. Sta.","","Berlin",52.517037,13.38886
515,"Führer 7. SS-Standarte","F. 7. Sta.","","Plauen",50.495063,12.134652
368,"Führer 70. SS-Standarte","F. 70. Sta.","","Glogau",51.664155,16.090471
319,"Führer 71. SS-Standarte","F. 71. Sta.","","Danzig",54.347629,18.645232
313,"Führer 72. SS-Standarte","F. 72. Sta.","","Detmold",51.936284,8.879153
350,"Führer 73. SS-Standarte","F. 73. Sta.","","Ansbach",49.302861,10.572229
190,"Führer 74. SS-Standarte","F. 74 Sta.","","Greifswald",54.095791,13.381524
228,"Führer 75. SS-Standarte","F. 75. Sta.","","Berlin",52.517037,13.38886
559,"Führer 76. SS-Standarte","F. 76. Sta.","","Salzburg",47.798135,13.046481
168,"Führer 78. SS-Standarte","F. 78 Sta.","","Wiesbaden",50.0833,8.25
410,"Führer 79. SS-Standarte","F. 79. Sta.","","Ulm",48.397394,9.993276
590,"Führer 8. SS-Reiterstandarte","F. 8. R. Sta.","","Paderborn",51.71896,8.76487
213,"Führer 8. SS-Standarte","F. 8. Sta.","","Hirschberg",50.903103,15.734431
138,"Führer 80. SS-Standarte","F. 80. Sta.","","Berlin",52.517037,13.38886
394,"Führer 81. SS-Standarte","F. 81. Sta.","","Würzburg",49.79245,9.932966
192,"Führer 82. SS-Standarte","F. 82. Sta.","","Bielefeld",52.010877,8.540868
458,"Führer 83. SS-Standarte","F. 83. Sta.","","Gießen",50.586207,8.674231
351,"Führer 84. SS-Standarte","F. 84. Sta.","","Chemnitz",50.832261,12.925298
181,"Führer 85. SS-Standarte","F. 85. Sta.","","Saarbrücken",49.234362,6.996379
277,"Führer 86. SS-Standarte","F. 86. Sta.","","Offenburg",48.471656,7.944378
560,"Führer 87. SS-Standarte","F. 87. Sta.","","Innsbruck",47.269515,11.397137
210,"Führer 88. SS-Standarte","F. 88. Sta.","","Bremen",53.07582,8.807165
329,"Führer 89. SS-Standarte","F. 89. Sta.","","Wien",48.208354,16.372504
201,"Führer 9. SS-Reiterstandarte","F. 9. R. Sta.","","Bremen",53.07582,8.807165
284,"Führer 9. SS-Standarte","F. 9. Sta.","","Stettin",53.430182,14.550962
563,"Führer 90. SS-Standarte","F. 90. Sta.","","Klagenfurt",46.622816,14.30796
566,"Führer 91. SS-Standarte","F. 91. Sta.","","Wittenberg",51.866653,12.646761
187,"Führer 92. SS-Standarte","F. 92. Sta.","","Ingolstadt",48.763017,11.42504
337,"Führer 93. SS-Standarte","F. 93. Sta.","","Koblenz",50.353328,7.594395
300,"Führer 94. SS-Standarte","F. 94. Sta.","","Leoben",47.382742,15.094214
286,"Führer 95. SS-Standarte","F. 95. Sta.","","Trautenau",50.560885,15.91305
552,"Führer 97. SS-Standarte","F. 97. Sta.","","Brür",59.639335,11.292193
362,"Führer 99. SS-Standarte","F. 99. Sta.","","Eger",47.898989,20.374367
538,"Führer 99. SS-Standarte","F. 99. Sta.","","Mährisch-Schönberg",49.965552,16.970565
36,"Führer SS-Abschnitt I","F. Ab. I","","Znaim",48.855434,16.048946
44,"Führer SS-Abschnitt II","F. Ab. II","","Chemnitz",50.832261,12.925298
176,"Führer SS-Abschnitt III","F. Ab. III","","Berlin",52.517037,13.38886
205,"Führer SS-Abschnitt IV","F. Ab. IV","","Hannover",52.374478,9.738553
81,"Führer SS-Abschnitt IX","F. Ab. IX","","Würzburg",49.79245,9.932966
38,"Führer SS-Abschnitt V","F. Ab. V","","Essen",51.457087,7.011429
116,"Führer SS-Abschnitt VI","F. Ab. VI","","Breslau",51.108978,17.032669
163,"Führer SS-Abschnitt VII","F. Ab. VII","","Königsberg",54.706642,20.510517
93,"Führer SS-Abschnitt VIII","F. Ab. VIII","","Linz",48.305908,14.286198
195,"Führer SS-Abschnitt X","F. Ab. X","","Stuttgart",48.778449,9.180013
70,"Führer SS-Abschnitt XI","F. Ab. XI","","Koblenz",50.353328,7.594395
84,"Führer SS-Abschnitt XII","F. Ab. XII","","Frankfurt (Oder)",52.341227,14.549452
225,"Führer SS-Abschnitt XIII","F. Ab. XIII","","Stettin",53.430182,14.550962
66,"Führer SS-Abschnitt XIV","F. Ab. XIV","","Bremen",53.07582,8.807165
103,"Führer SS-Abschnitt XV","F. Ab. XV","","Altona",53.586468,9.77767
105,"Füher SS-Abschnitt XVI","F. Ab. XVI","","Magdeburg",52.131589,11.639961
96,"Führer SS-Abschnitt XVII","F. Ab. XVII","","Münster",51.950132,7.613302
49,"Führer SS-Abschnitt XVIII","F. Ab. XVIII","","Halle (Saale)",51.482504,11.970545
149,"Führer SS-Abschnitt XX","F. Ab. XX","","Kiel",54.341816,10.144404
83,"Führer SS-Abschnitt XXI","F. Ab. XXI","","Hirschberg",50.903103,15.734431
55,"Führer SS-Abschnitt XXII","F. Ab. XXII","","Allenstein",53.775411,20.481225
90,"Führer SS-Abschnitt XXIII","F. Ab. XXIII","","Berlin",52.517037,13.38886
59,"Führer SS-Abschnitt XXIV","F. Ab. XXIV","","Oppeln",50.666818,17.923641
82,"Führer SS-Abschnitt XXIX","F. Ab. XXIX","","Konstanz",47.659216,9.175072
43,"Führer SS-Abschnitt XXV","F. Ab. XXV","","Bochum",51.481811,7.219664
114,"Führer SS-Abschnitt XXVI","F. Ab. XXVI","","Danzig",54.347629,18.645232
30,"Führer SS-Abschnitt XXVII","F. Ab. XXVII","","Weimar",50.980281,11.329086
153,"Führer SS-Abschnitt XXVIII","F. Ab. XXVIII","","Bayreuth",49.94272,11.576308
104,"Führer SS-Abschnitt XXX","F. Ab. XXX","","Kassel",51.309021,9.476298
62,"Führer SS-Abschnitt XXXI","F. Ab. XXXI","","Wien",48.208354,16.372504
73,"Führer SS-Abschnitt XXXII","F. Ab. XXXII","","Augsburg",48.366804,10.898697
61,"Führer SS-Abschnitt XXXIII","F. Ab. XXXIII","","Schwerin",53.62883,11.414804
109,"Führer SS-Abschnitt XXXV","F. Ab. XXXV","","Graz",47.070256,15.438572
108,"Führer SS-Abschnitt XXXVI","F. Ab. XXXVI","","Innsbruck",47.269515,11.397137
115,"Führer SS-Abschnitt XXXVII","F. Ab. XXXVII","","Reichenberg",50.770265,15.058395
204,"Führer SS-Abschnitt XXXVIII","F. Ab. XXXVIII","","Karlsbad",50.230469,12.871077
113,"Führer Junkerschule Braunschweig","F. J. Sch. Braunschw.","","Braunschweig",52.264658,10.523607
235,"Führer Junkerschule Tölz","F. J. Sch. Tölz","","Tölz",47.761064,11.558293
206,"Führer Konzentrationslager Buchenwald","F. K. L. Buchenwald","","Buchenwald",49.109063,6.784754
67,"Führer Konzentrationslager Dachau","F. K. L. Dachau","","Dachau",48.259248,11.435442
582,"Führer Konzentrationslager Flossenbürg","F. K. L. Flossenbürg","","Flossenbürg",49.732988,12.349821
152,"Führer Konzentrationslager Lichtenburg","F. K. L. Lichtenburg","","Lichtenburg",52.532161,13.511893
586,"Führer Konzentrationslager Mauthausen","F. K. L. Mauthausen","","Mauthausen",48.240332,14.516406
117,"Führer Konzentrationslager Sachsenhausen","F. K. L. Sachsenhausen","","Sachsenhausen",51.044479,11.3674
1025,"Führer SS-Nachrichteneinheit 1","F. Na. 1","","München",48.137108,11.575382
611,"Führer SS-Nachrichteneinheit 10","F. Na. 10","","Breslau",51.108978,17.032669
1120,"Führer SS-Nachrichteneinheit 12","F. Na. 12","","Stettin",53.430182,14.550962
888,"Führer SS-Nachrichteneinheit 14","F. Na. 14","","Wien",48.208354,16.372504
823,"Führer SS-Nachrichteneinheit 2","F. Na. 2","","Stuttgart",48.778449,9.180013
526,"Führer SS-Nachrichteneinheit 3","F. Na. 3","","Arolsen",51.381604,9.014766
738,"Führer SS-Nachrichteneinheit 4","F. Na. 4","","Düsseldorf",51.225402,6.776314
354,"Führer SS-Nachrichteneinheit 5","F. Na. 5","","Braunschweig",52.264658,10.523607
1169,"Führer SS-Nachrichtenabteilung 6","F. Na. 6","","Hamburg",53.550341,10.000654
654,"Führer SS-Nachrichteneinheit 7","F. Na. 7","","Königsberg",54.706642,20.510517
430,"Führer SS-Nachrichteneinheit 8","F. Na. 8","","Berling",48.800953,7.241838
926,"Führer SS-Nachrichteneinheit 9","F. Na. 9","","Dresden / Reichenberg",51.090603,13.708355
33,"Führer SS-Oberabschnitt Donau","F. Oa. Donau","","Wien",48.208354,16.372504
21,"Führer SS-Oberabschnitt Elbe","F. Oa. Elbe","","Dresden",51.049329,13.738144
13,"Führer SS-Oberabschnitt Main","F. Oa. Main","","Nürnberg",49.453872,11.077298
11,"Führer SS-Oberabschnitt Mitte","F. Oa. Mitte","","Braunschweig",52.264658,10.523607
22,"Führer SS-Oberabschnitt Nord","F. Oa. Nord","","Stettin",53.430182,14.550962
18,"Führer SS-Oberabschnitt Nordost","F. Oa. Nordost","","Königsberg",54.706642,20.510517
14,"Führer SS-Oberabschnitt Nordwest","F. Oa. Nordwest","","Hamburg",53.550341,10.000654
5,"Führer SS-Oberabschnitt Ost","F. Oa. Ost","","Berlin",52.517037,13.38886
19,"Führer SS-Oberabschnitt Rhein","F. Oa. Rhein","","Wiesbaden",50.0833,8.25
10,"Führer SS-Oberabschnitt Süd","F. Oa. Süd","","München",48.137108,11.575382
16,"Führer SS-Oberabschnitt Südost","F. Oa. Südost","","Breslau",51.108978,17.032669
28,"Führer SS-Oberabschnitt Südwest","F. Oa. Südwest","","Stuttgart",48.778449,9.180013
6,"Führer SS-Oberabschnitt West","F. Oa. West","","Düsseldorf",51.225402,6.776314
528,"Führer SS-Pioniereinheit 1","F. Pi. 1","","München",48.137108,11.575382
613,"Führer SS-Pioniereinheit 10","F. Pi. 10","","Breslau",51.108978,17.032669
942,"Führer SS-Pioniereinheit 14","F. Pi. 14","","Wien",48.208354,16.372504
1127,"Führer SS-Pioniereinheit 2","F. Pi. 2","","Stuttgart",48.778449,9.180013
504,"Führer SS-Pioniereinheit 3","F. Pi. 3","","Arolsen",51.381604,9.014766
609,"Führer SS-Pioniereinheit 6","F. Pi. 6","","Stettin",53.430182,14.550962
348,"Führer SS-Pioniereinheit 7","F. Pi. 7","","Königsberg",54.706642,20.510517
536,"Führer SS-Pioniereinheit 8","F. Pi. 8","","Berlin",52.517037,13.38886
224,"Führerschule Dachau","F. Sch. Dachau","","Dachau",48.259248,11.435442
308,"Führer SS-Kraftfahrschule Berne","F. SS-K. Sch. Berne","","Berne",46.948271,7.451451
51,"Führer Übungslager Dachau","F. Üb. L. Dachau","","Dachau",48.259248,11.435442
111,"Inspekteur Stammabteilung Elbe","Insp. Stammabt. Elbe","","Dresden",51.049329,13.738144
53,"Inspekteur Stammabteilung Fulda-Werra","Insp. Stammabt. Fulda-Werra","","Arolsen",51.381604,9.014766
297,"Inspekteur Stammabteilung Main","Insp. Stammabt. Main","","Nürnberg",49.453872,11.077298
78,"Inspekteur Stammabteilung Mitte","Insp. Stammabt. Mitte","","Braunschweig",52.264658,10.523607
135,"Inspekteur Stammabteilung Nord","Insp. Stammabt. Nord","","Stettin",53.430182,14.550962
382,"Inspekteur Stammabteilung Bezirk Nordost","Insp. Stammabt. Nordost","","Königsberg",54.706642,20.510517
148,"Inspekteur Stammabteilung Nordwest","Insp. Stammabt. Nordwest","","Hamburg",53.550341,10.000654
290,"Inspekteur Stammabteilung Ost","Insp. Stammabt. Ost","","Berlin",52.517037,13.38886
355,"Inspekteur Stammabteilung Rhein","Insp. Stammabt. Rhein","","Wiesbaden",50.0833,8.25
172,"Inspekteur Stammabteilung Süd","Insp. Stammabt. Süd","","München",48.137108,11.575382
551,"Inspekteur Stammabteilung Südost","Insp. Stammabt. Südost","","Breslau",51.108978,17.032669
77,"Inspekteur Stammabteilung Südwest","Insp. Stammabt. Südwest","","Stuttgart",48.778449,9.180013
131,"Junkerschule Braunschweig","J. Sch. Braunschweig","","Braunschweig",52.264658,10.523607
211,"Junkerschule Tölz","J. Sch. Tölz","","Tölz",47.761064,11.558293
856,"SS-Kraftfahreinheit 1","K. 1","","München / Augsburg",48.361524,10.893039
1107,"SS-Kraftfahreinheit 11","K. 11","","Magdeburg / Hannover",52.115097,11.605451
260,"Konzentrationslager Buchenwald","K. L. Buchenwald","","Buchenwald",49.109063,6.784754
412,"Konzentrationslager Dachau","K. L. Dachau","","Dachau",48.259248,11.435442
818,"Konzentrationslager Flossenbürg","K. L. Flossenbürg","","Flossenbürg",49.732988,12.349821
708,"Konzentrationslager Lichtenburg","K. L. Lichtenburg","","Lichtenburg",52.532161,13.511893
995,"Konzentrationslager Mauthausen","K. L. Mauthausen","","Mauthausen",48.240332,14.516406
512,"Konzentrationslager Sachsenhausen","K. L. Sachsenhausen","","Sachsenhausen",51.044479,11.3674
343,"kommandiert zur Junkerschule Braunschweig","kdrt. J. Sch. Braunschweig","","Braunschweig",52.264658,10.523607
1082,"kommandiert zur Junkerschule Bad Tölz","kdrt. J. Sch. Tölz","","Tölz",47.761064,11.558293
1065,"SS-Nachrichteneinheit 1","Na. 1","","München",48.137108,11.575382
778,"SS-Nachrichteneinheit 10","Na. 10","","Breslau",51.108978,17.032669
1056,"SS-Nachrichteneinheit 12","Na. 12","","Stettin",53.430182,14.550962
1026,"SS-Nachrichteinheit 14","Na. 14","","Wien",48.208354,16.372504
1077,"SS-Nachrichteneinheit 2","Na. 2","","Stuttgart",48.778449,9.180013
989,"SS-Nachrichteneinheit 3","Na. 3","","Arolsen",51.381604,9.014766
987,"SS-Nachrichteneinheit 4","Na. 4","","Düsseldorf",51.225402,6.776314
1122,"SS-Nachrichteneinheit 5","Na. 5","","Braunschweig",52.264658,10.523607
1113,"SS-Nachrichteneinheit 6","Na. 6","","Hamburg",53.550341,10.000654
1124,"SS-Nachrichteneinheit 7","Na. 7","","Königsberg",54.706642,20.510517
954,"SS-Nachrichteinheit 8","Na. 8","","Berling",48.800953,7.241838
1051,"SS-Nachrichteneinheit 9","Na. 9","","Dresden / Reichenberg",51.090603,13.708355
558,"SS-Oberabschnitt Arzt Donau","Oa. Arzt Donau","","Wien",48.208354,16.372504
524,"SS-Oberabschnitt Arzt Elbe","Oa. Arzt Elbe","","Dresden",51.049329,13.738144
88,"SS-Oberabschnitt Arzt Main","Oa. Arzt Main","","Nürnberg",49.453872,11.077298
94,"SS-Oberabschnitt Arzt Mitt","Oa. Arzt Mitte","","Braunschweig",52.264658,10.523607
572,"SS-Oberabschnitt Arzt Nord","Oa. Arzt Nord","","Stettin",53.430182,14.550962
183,"SS-Oberabschnitt Arzt Nordost","Oa. Arzt Nordost","","Königsberg",54.706642,20.510517
122,"SS-Oberabschnitt Arzt Nordwest","Oa. Arzt Nordwest","","Hamburg",53.550341,10.000654
143,"SS-Oberabschnitt Arzt Ost","Oa. Arzt Ost","","Berlin",52.517037,13.38886
480,"SS-Oberabschnitt Arzt Rhein","Oa. Arzt Rhein","","Wiesbaden",50.0833,8.25
1173,"SS-Oberabschnitt Arzt Süd","Oa. Arzt Süd","","München",48.137108,11.575382
87,"SS-Oberabschnitt Arzt Südost","Oa. Arzt Südost","","Breslau",51.108978,17.032669
603,"SS-Oberabschnitt Arzt Südwest","Oa. Arzt Südwest","","Stuttgart",48.778449,9.180013
322,"SS-Oberabschnitt Arzt West","Oa. Arzt West","","Düsseldorf",51.225402,6.776314
1008,"SS-Pioniereinheit 1","Pi. 1","","München",48.137108,11.575382
680,"SS-Pioniereinheit 10","Pi. 10","","Breslau",51.108978,17.032669
1036,"SS-Pioniereinheit 12","Pi. 12","","Magdeburg",52.131589,11.639961
816,"SS-Pioniereinheit 13","Pi. 13","","Mannheim / Ludwigshafen",49.319056,8.082458
917,"SS-Pioniereinheit 14","Pi. 14","","Wien",48.208354,16.372504
1085,"SS-Pioniereinheit 2","Pi. 2","","Stuttgart",48.778449,9.180013
781,"SS-Pioniereinheit 3","Pi. 3","","Arolsen",51.381604,9.014766
1045,"SS-Pioniereinheit 4","Pi. 4","","Köln",50.938361,6.959974
662,"SS-Pioniereinheit 6","Pi. 6","","Stettin",53.430182,14.550962
1044,"SS-Pioniereinheit 7","Pi. 7","","Königsberg",54.706642,20.510517
1016,"SS-Pioniereinheit 8","Pi. 8","","Berlin",52.517037,13.38886
1110,"SS-Pioniereinheit 9","Pi. 9","","Dresden",51.049329,13.738144
939,"Stab SS-Abschnitt I","Stab Ab. I","","München",48.137108,11.575382
472,"Stab SS-Abschnitt II","Stab Ab. II","","Chemnitz",50.832261,12.925298
312,"Stab SS-Abschnitt III","Stab Ab. III","","Berlin",52.517037,13.38886
147,"Stab SS-Abschnitt IV","Stab Ab. IV","","Hannover",52.374478,9.738553
389,"Stab SS-Abschnitt IX","Stab Ab. IX","","Würzburg",49.79245,9.932966
578,"Stab SS-Abschnitt V","Stab Ab. V","","Essen",51.457087,7.011429
134,"Stab SS-Abschnitt VI","Stab Ab. VI","","Breslau",51.108978,17.032669
882,"Stab SS-Abschnitt VII","Stab Ab. VII","","Königsberg",54.706642,20.510517
759,"Stab SS-Abschnitt VIII","Stab Ab. VIII","","Linz",48.305908,14.286198
610,"Stab SS-Abschnitt X","Stab Ab. X","","Stuttgart",48.778449,9.180013
529,"Stab SS-Abschnitt XI","Stab Ab. XI","","Koblenz",50.353328,7.594395
173,"Stab SS-Abschnitt XII","Stab Ab. XII","","Frankfurt (Oder)",52.341227,14.549452
234,"Stab SS-Abschnitt XIII","Stab Ab. XIII","","Stettin",53.430182,14.550962
546,"Stab SS-Abschnitt XIV","Stab Ab. XIV","","Bremen",53.07582,8.807165
177,"Stab SS-Abschnitt XIX","Stab Ab. XIX","","Karlsruhe",49.006871,8.40342
164,"Stab SS-Abschnitt XV","Stab Ab. XV","","Altona",53.586468,9.77767
358,"Stab SS-Abschnitt XVI","Stab Ab. XVI","","Magdeburg",52.131589,11.639961
732,"Stab SS-Abschnitt XVII","Stab Ab. XVII","","Münster",51.950132,7.613302
291,"Stab SS-Abschnitt XVIII","Stab Ab. XVIII","","Halle (Saale)",51.482504,11.970545
229,"Stab SS-Abschnitt XX","Stab Ab. XX","","Kiel",54.341816,10.144404
222,"Stab SS-Abschnitt XXI","Stab Ab. XXI","","Hirschberg",50.903103,15.734431
293,"Stab SS-Abschnitt XXII","Stab Ab. XXII","","Allenstein",53.775411,20.481225
446,"Stab SS-Abschnitt XXIII","Stab Ab. XXIII","","Berlin",52.517037,13.38886
598,"Stab SS-Abschnitt XXIV","Stab Ab. XXIV","","Oppeln",50.666818,17.923641
955,"Stab SS-Abschnitt XXIX","Stab Ab. XXIX","","Konstanz",47.659216,9.175072
340,"Stab SS-Abschnitt XXV","Stab Ab. XXV","","Bochum",51.481811,7.219664
593,"Stab SS-Abschnitt XXVI","Stab Ab. XXVI","","Danzig",54.347629,18.645232
169,"Stab SS-Abschnitt XXVII","Stab Ab. XXVII","","Weimar",50.980281,11.329086
288,"Stab SS-Abschnitt XXVIII","Stab Ab. XXVIII","","Bayreuth",49.94272,11.576308
548,"Stab SS-Abschnitt XXX","Stab Ab. XXX","","Kassel",51.309021,9.476298
239,"Stab SS-Abschnitt XXXI","Stab Ab. XXXI","","Wien",48.208354,16.372504
540,"Stab SS-Abschnitt XXXII","Stab Ab. XXXII","","Augsburg",48.366804,10.898697
601,"Stab SS-Abschnitt XXXIII","Stab Ab. XXXIII","","Schwerin",53.62883,11.414804
525,"Stab SS-Abschnitt XXXV","Stab Ab. XXXV","","Graz",47.070256,15.438572
608,"Stab SS-Abschnitt XXXVI","Stab Ab. XXXVI","","Innsbruck",47.269515,11.397137
165,"Stab SS-Abschnitt XXXVII","Stab Ab. XXXVII","","Reichenberg",50.770265,15.058395
930,"Stab SS-Abschnitt XXXVIII","Stab Ab. XXXVIII","","Karlsbad",50.230469,12.871077
106,"Stab SS-Oberabschnitt Donau","Stab Oa. Donau","","Wien",48.208354,16.372504
1159,"Stab SS-Oberabschnitt Elbe","Stab Oa. Elbe","","Dresden",51.049329,13.738144
1160,"Stab SS-Oberabschnitt Fulda-Werra","Stab Oa. Fulda-Werra","","Arolsen",51.381604,9.014766
1161,"Stab SS-Oberabschnitt Main","Stab Oa. Main","","Nürnberg",49.453872,11.077298
89,"Stab SS-Oberabschnitt Mitte","Stab Oa. Mitte","","Braunschweig",52.264658,10.523607
1162,"Stab SS-Oberabschnitt Nord","Stab Oa. Nord","","Stettin",53.430182,14.550962
74,"Stab SS-Oberabschnitt Nordost","Stab Oa. Nordost","","Königsberg",54.706642,20.510517
46,"Stab SS-Oberabschnitt Nordwest","Stab Oa. Nordwest","","Hamburg",53.550341,10.000654
72,"Stab SS-Oberabschnitt Ost","Stab Oa. Ost","","Berlin",52.517037,13.38886
80,"Stab SS-Oberabschnitt Rhein","Stab Oa. Rhein","","Wiesbaden",50.0833,8.25
63,"Stab SS-Oberabschnitt Süd","Stab Oa. Süd","","München",48.137108,11.575382
1163,"Stab SS-Oberabschnitt Südost","Stab Oa. Südost","","Breslau",51.108978,17.032669
110,"Stab SS-Oberabschnitt Südwest","Stab Oa. Südwest","","Stuttgart",48.778449,9.180013
75,"Stab SS-Oberabschnitt West","Stab Oa. West","","Düsseldorf",51.225402,6.776314
214,"Übungslager Dachau","Üb. L. Dachau","","Dachau",48.259248,11.435442
